"StudentID","Dropout","cohort","cohort.term","Marital.Status","Adjusted.Gross.Income","Parent.Adjusted.Gross.Income","Father.s.Highest.Grade.Level","Mother.s.Highest.Grade.Level","Housing","X2012.Loan","X2012.Scholarship","X2012.Work.Study","X2012.Grant","X2013.Loan","X2013.Scholarship","X2013.Work.Study","X2013.Grant","X2014.Loan","X2014.Scholarship","X2014.Work.Study","X2014.Grant","X2015.Loan","X2015.Scholarship","X2015.Work.Study","X2015.Grant","X2016.Loan","X2016.Scholarship","X2016.Work.Study","X2016.Grant","X2017.Loan","X2017.Scholarship","X2017.Work.Study","X2017.Grant"
41744,0,"2012-13",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42888,0,"2012-13",1,"Single",13214,0,"High School","High School","Off Campus",0,0,0,0,8400,0,0,3547,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43071,0,"2014-15",1,"Married",36124,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,4298,5250,0,0,2328,0,0,0,0
43279,0,"2016-17",1,"Married",52429,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0
43344,1,"2013-14",1,"Married",35472,0,"High School","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,1152.11,0,0,0,0,0,0,0,0,0,0,0,0
43419,0,"2015-16",1,"Divorced",15898,0,"Unknown","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,5775,0,5000,0,2065
43422,0,"2013-14",1,"Single",28209,0,"College","High School","Off Campus",0,0,0,0,0,0,0,0,12500,0,0,4939,12500,0,0,6386,5250,0,0,3240,0,0,0,0
43477,0,"2016-17",1,"Married",61986,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4853,0,0,3165
43533,1,"2012-13",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43686,1,"2011-12",1,"Married",27856,0,"High School","High School","Off Campus",5500,0,0,5550,10500,0,0,5550,3750,0,0,4235,8500,0,0,12416,10500,0,0,11421,0,0,0,0
43733,1,"2011-12",1,"Single",0,13735,"Unknown","College","On Campus Housing",3500,0,0,12863,5500,0,0,11790,6000,0,0,4234,6500,0,0,13266,11000,0,0,6925,2000,0,0,6912
43777,0,"2014-15",1,"Single",40866,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,10500,0,0,2888,12500,0,0,0
43882,0,"2012-13",1,"Single",1800,193640,"High School","College","With Parent",0,0,0,0,6500,0,0,0,10500,0,0,5645,0,0,0,0,0,0,0,0,0,0,0,0
44104,0,"2012-13",1,"Single",13656,0,"Unknown","Unknown","Off Campus",0,0,0,0,10500,0,0,6894,10500,0,0,3095,0,0,0,0,0,0,0,0,0,0,0,0
44318,0,"2015-16",3,"Single",8686,15027,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6128,0,0,0,11523
44372,1,"2013-14",1,"Single",5299,205799,"College","College","Off Campus",0,0,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44496,0,"2013-14",1,"Single",0,88212,"College","College","With Parent",0,0,0,0,0,0,0,0,5500,0,0,0,4500,0,0,0,4500,0,0,0,0,0,0,0
44549,0,"2012-13",3,"Single",10453,67814,"High School","Unknown","With Parent",0,0,0,0,2750,0,0,2872,7500,0,0,863,7500,0,0,863,0,0,0,0,0,0,0,0
44757,0,"2016-17",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45090,0,"2011-12",1,"Single",12607,0,"College","College","With Parent",7500,0,0,5179,8500,0,0,3500,10500,0,0,4595,10500,0,0,2010,0,0,0,0,0,0,0,0
52248,0,"2013-14",1,"Single",21426,0,"College","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,4940,0,0,0,5718,0,0,0,2507.51,0,0,0,1282
55512,0,"2011-12",1,"Single",53834,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565
63106,1,"2011-12",1,"Single",0,0,"High School","High School","With Parent",5500,0,0,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63303,0,"2011-12",1,"Single",0,79606,"High School","High School","With Parent",3500,0,0,0,3500,0,0,0,4500,0,0,0,5500,0,0,0,5500,0,0,0,0,0,0,0
63322,1,"2011-12",1,"Single",0,23955,"College","College","Off Campus",800,0,2060,11588,5500,0,3000,11790,0,0,0,0,2250,0,0,6058,0,0,0,0,0,0,0,0
63345,0,"2011-12",1,"Separated",25990,0,"High School","High School","Off Campus",9500,0,0,7762,5250,0,0,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63766,0,"2016-17",1,"Single",37044,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,5370
63908,1,"2015-16",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64083,0,"2013-14",3,"Married",3800,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,5500,0,0,2823,7180,0,0,5014,12500,0,0,7417,12500,0,0,5089
64122,0,"2014-15",3,"Single",22097,0,"College","Unknown","On Campus Housing",0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,590,7500,0,0,12255,6343,0,0,11573
64199,0,"2012-13",1,"Married",74597,0,"High School","High School","Off Campus",0,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64777,0,"2014-15",3,"Single",0,13531,"College","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6058,0,0,2000,12255,0,0,0,12373
64886,1,"2012-13",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65040,1,"2012-13",3,"Married",23054,0,"High School","High School","Off Campus",0,0,0,0,2000,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65066,0,"2012-13",1,"Single",71870,0,"High School","College","On Campus Housing",0,0,0,0,7500,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65424,0,"2012-13",1,"Married",34952,0,"High School","College","Off Campus",0,0,0,0,2750,0,0,2750,0,0,0,11783,5250,0,0,2865,0,0,0,0,0,0,0,0
65687,0,"2013-14",1,"Married",57895,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,6470,5000,0,4895,10500,5000,0,3870,0,0,0,0,0,0,0,0
66350,0,"2012-13",3,"Single",30419,0,"Middle School","Middle School","Off Campus",0,0,0,0,6250,0,0,0,12500,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0
66661,0,"2011-12",1,"Single",0,123663,"High School","High School","With Parent",5500,0,0,0,3500,0,2000,0,4250,250,0,0,5498,0,0,0,0,0,0,0,0,0,0,0
66672,1,"2012-13",1,"Single",17994,0,"Middle School","High School","Off Campus",0,0,0,0,1750,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66715,1,"2011-12",1,"Single",11975,0,"High School","College","With Parent",0,0,0,5206,3180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66738,1,"2013-14",1,"Single",28816,0,"Unknown","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,97.24,0,0,0,0,0,0,0,0,0,0,0,0
66840,0,"2012-13",1,"Single",19204,0,"Unknown","Unknown","Off Campus",0,0,0,0,7500,0,0,8513,12500,0,0,5036,6250,0,0,431,0,0,0,0,0,0,0,0
66888,0,"2011-12",1,"Single",52946,0,"High School","High School","Off Campus",7500,0,0,2625,9500,0,0,2450,8500,0,0,1934,8500,0,0,1040,10500,0,0,2735,10500,0,0,325
67148,1,"2011-12",1,"Single",12893,0,"Unknown","High School","Off Campus",3500,0,0,12738,0,0,0,0,3750,0,0,6576,0,0,0,0,0,0,0,0,0,0,0,0
67171,1,"2012-13",3,"Single",21284,0,"College","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67316,1,"2012-13",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67421,0,"2015-16",3,"Divorced",47259,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2951.3,0,3970,0,4000,0,5165
67940,0,"2012-13",1,"Single",16193,34554,"Middle School","Unknown","Off Campus",0,0,0,0,7500,0,0,0,7500,0,0,4211,0,0,0,0,0,0,0,0,0,0,0,0
68466,1,"2012-13",1,"Single",0,54539,"High School","Middle School","With Parent",0,0,0,0,0,0,0,3700,0,0,0,0,0,0,0,5383,0,0,0,12255,0,0,0,7305
68658,1,"2013-14",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68759,1,"2013-14",1,"Single",9985,0,"High School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,12001,10500,0,0,5730,0,0,0,0,0,0,0,0
68773,0,"2014-15",1,"Single",9654,35483,"College","Unknown","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6984,0,0,2000,9107,282,0,70,4471
68809,0,"2013-14",1,"Single",3426,9779,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,2000,13751,0,0,3140,13866,0,0,2000,13021,0,0,0,0
68832,0,"2014-15",1,"Single",48421,0,"College","High School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0
68890,1,"2011-12",1,"Single",6688,0,"High School","High School","Off Campus",10500,0,0,5550,10500,0,0,11790,0,0,0,4037.65,0,0,0,0,0,0,0,0,0,0,0,0
69034,1,"2015-16",1,"Single",0,123835,"College","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,0,0,0,0,0,0,0
69126,0,"2014-15",1,"Single",2183,136867,"College","College","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,5500,0,0,0,6500,0,0,0,7500,0,0,0
70093,1,"2011-12",3,"Single",0,0,"High School","High School","Off Campus",0,0,0,5357,0,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70235,1,"2011-12",3,"Single",12090,0,"Unknown","Unknown","With Parent",0,0,0,5794,0,0,0,5895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70526,0,"2015-16",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70741,1,"2012-13",1,"Single",51143,0,"High School","High School","Off Campus",0,0,0,0,7500,0,0,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70833,0,"2015-16",3,"Married",73018,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,1260,4168,0,0,0
71251,0,"2014-15",1,"Married",12100,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,12500,0,0,0,12500,0,0,0,0,0,0,0,0,0,0,0
71631,1,"2013-14",1,"Married",99269,0,"High School","College","Off Campus",0,0,0,0,0,0,0,0,2191,0,0,0,6978,0,0,0,2428,0,0,0,0,0,0,0
71642,1,"2014-15",1,"Single",33634,0,"Unknown","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,5730,0,0,0,0,0,0,0,0
72124,1,"2012-13",1,"Married",26140,0,"College","High School","Off Campus",0,0,0,0,1750,0,0,7523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72172,1,"2012-13",3,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72295,1,"2011-12",1,"Married",71507,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72398,1,"2014-15",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72415,0,"2011-12",3,"Single",2130,0,"Middle School","College","With Parent",6950,0,0,3470,7106,0,0,11040,10500,0,0,5645,8500,0,0,11894,10500,0,0,11421,12500,0,0,11573
72528,1,"2013-14",1,"Single",21873,0,"Middle School","Unknown","Off Campus",0,0,0,0,0,0,0,0,5250,0,0,0,10500,0,0,645,0,0,0,0,0,0,0,0
72612,0,"2011-12",1,"Single",0,16303,"Unknown","Unknown","Off Campus",3500,2775,0,2000,0,5550,2000,7794,0,5645,2000,6095,0,5730,3000,5680,4000,2887.5,2000,3725,0,0,0,0
72911,0,"2015-16",1,"Single",24872,0,"Middle School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,8339,10500,0,0,3965
73098,1,"2013-14",1,"Married",57777,0,"High School","High School","Off Campus",0,0,0,0,0,0,0,0,3070,0,0,1273,0,0,0,0,0,0,0,0,0,0,0,0
73122,1,"2013-14",1,"Single",5756,0,"College","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,5645,0,0,0,0,0,0,0,0,0,0,0,0
73356,1,"2012-13",1,"Single",57630,0,"College","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73979,0,"2015-16",1,"Divorced",62694,0,"High School","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,0,0,0,10500,0,0,3765
73981,0,"2016-17",1,"Single",7736,0,"Middle School","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12423
74037,0,"2011-12",3,"Single",18959,0,"Unknown","Unknown","On Campus Housing",3750,0,0,1200,10500,0,0,3800,12100,0,0,3195,12500,0,0,1776,3125,0,0,0,0,0,0,0
74206,1,"2012-13",3,"Single",41310,0,"College","High School","Off Campus",0,0,0,0,0,0,0,1350,0,0,0,0,10500,0,0,0,0,0,0,0,0,0,0,0
74330,0,"2016-17",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74496,1,"2011-12",1,"Single",14389,0,"College","College","Off Campus",3750,0,0,2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74574,1,"2014-15",3,"Married",34209,0,"Middle School","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,0,0,0
74582,0,"2015-16",1,"Single",11637,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,7191,6250,0,0,1754
74676,0,"2016-17",1,"Married",57786,0,"Middle School","High School","With Parent",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,4000,0,5815
74741,1,"2014-15",3,"Married",37,0,"High School","Middle School","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,0,0,0,0,0
75173,0,"2011-12",1,"Single",31978,0,"Middle School","Middle School","Off Campus",15500,0,0,0,14500,0,0,0,12485,500,2000,1795,5250,0,0,670,0,0,0,0,0,0,0,0
75254,0,"2014-15",1,"Single",0,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,12500,0,0,0,3200,0,0,0,0,0,0,0
75280,1,"2012-13",1,"Single",0,11700,"Unknown","High School","Off Campus",0,0,0,0,0,0,0,11790,0,0,0,12001,0,0,0,0,0,0,0,0,0,0,0,0
75384,0,"2014-15",1,"Married",65864,0,"Unknown","Unknown","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,5500,0,0,0,12500,0,0,0
75962,0,"2011-12",1,"Single",31070,0,"Unknown","Unknown","Off Campus",7500,0,0,5400,5500,0,0,4231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76299,1,"2014-15",1,"Unknown",0,0,"Unknown","Unknown","Unknown",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76515,0,"2014-15",1,"Single",41800,0,"College","College","Off Campus",0,0,0,0,0,0,0,0,0,0,0,0,10500,0,0,4580,10500,0,0,5775,12500,0,0,3635
